ID,Product,Country,State,PostalCode
3623,apple,USA,Tamil Nadu,111844
3624,cherry,USA,Karnataka,938701
3625,banana,Australia,Tamil Nadu,122742
3626,elderberry,India,Punjab,564609
3627,cherry,USA,Karnataka,199399
3628,cherry,India,Punjab,381046
3629,elderberry,India,Punjab,598518
3630,elderberry,Canada,Haryana,951828
3631,cherry,Canada,Karnataka,945595
3632,cherry,Australia,Karnataka,792631
3633,cherry,Australia,Karnataka,339918
3634,elderberry,India,Delhi,942903
3635,cherry,UK,Haryana,961529
3636,date,India,Delhi,216438
3637,date,UK,Delhi,859097
3638,elderberry,Australia,Haryana,738631
3639,banana,Australia,Punjab,697481
3640,elderberry,Australia,Delhi,617429
3641,apple,UK,Punjab,184761
3642,elderberry,India,Haryana,105420
3643,date,India,Punjab,895013
3644,apple,Canada,Karnataka,505928
3645,cherry,Canada,Tamil Nadu,867271
3646,cherry,Canada,Punjab,231397
3647,apple,USA,Punjab,914216
3648,banana,Australia,Tamil Nadu,669490
3649,apple,Australia,Tamil Nadu,166315
3650,banana,India,Haryana,330731
3651,elderberry,UK,Karnataka,806813
3652,elderberry,UK,Punjab,995834
3653,elderberry,UK,Haryana,449096
3654,date,India,Delhi,351135
3655,elderberry,Australia,Haryana,917502
3656,elderberry,Australia,Delhi,711095
3657,apple,USA,Delhi,336714
3658,elderberry,Canada,Karnataka,860086
3659,banana,UK,Punjab,339233
3660,apple,Australia,Karnataka,676121
3661,elderberry,India,Karnataka,602806
3662,cherry,USA,Tamil Nadu,521528
3663,elderberry,Australia,Tamil Nadu,140353
3664,date,India,Tamil Nadu,654580
3665,banana,USA,Delhi,655970
3666,apple,UK,Punjab,703421
3667,apple,UK,Punjab,210645
3668,date,Australia,Haryana,929690
3669,cherry,Canada,Punjab,954936
3670,date,UK,Delhi,705887
3671,elderberry,USA,Delhi,317473
3672,date,Australia,Tamil Nadu,800662
3673,elderberry,Canada,Haryana,145148
3674,date,Australia,Karnataka,687676
3675,apple,Australia,Punjab,737930
3676,date,India,Haryana,709736
3677,cherry,UK,Delhi,849981
3678,banana,Canada,Haryana,203114
3679,elderberry,Canada,Delhi,411496
3680,banana,Canada,Punjab,304191
3681,cherry,UK,Punjab,649269
3682,date,Canada,Delhi,445067
3683,cherry,USA,Delhi,562604
3684,banana,Australia,Punjab,272430
3685,cherry,Canada,Haryana,499893
3686,banana,India,Delhi,302582
3687,banana,India,Tamil Nadu,678691
3688,banana,Canada,Tamil Nadu,432361
3689,date,UK,Punjab,192695
3690,elderberry,UK,Haryana,365396
3691,date,India,Punjab,296112
3692,cherry,India,Haryana,392569
3693,elderberry,USA,Haryana,910753
3694,apple,Australia,Punjab,268979
3695,banana,UK,Karnataka,119637
3696,banana,UK,Haryana,552045
3697,elderberry,USA,Karnataka,491995
3698,date,Canada,Karnataka,860995
3699,date,Canada,Haryana,157640
3700,date,USA,Tamil Nadu,541027
3701,elderberry,USA,Haryana,363743
3702,cherry,Australia,Punjab,970700
3703,elderberry,UK,Punjab,670326
3704,elderberry,Canada,Tamil Nadu,890535
3705,date,India,Punjab,364845
3706,banana,UK,Karnataka,112212
3707,elderberry,Australia,Punjab,641925
3708,date,Australia,Tamil Nadu,989264
3709,cherry,Canada,Punjab,410390
3710,apple,USA,Karnataka,951601
3711,date,USA,Delhi,468001
3712,date,Australia,Punjab,361718
3713,date,USA,Punjab,763079
3714,apple,USA,Karnataka,414288
3715,banana,UK,Delhi,558474
3716,cherry,Australia,Delhi,437783
3717,banana,Canada,Delhi,266667
3718,cherry,USA,Haryana,116285
3719,apple,UK,Karnataka,591444
3720,apple,Australia,Haryana,152174
3721,cherry,Australia,Karnataka,404678
3722,banana,USA,Tamil Nadu,764189
3723,apple,Canada,Haryana,736968
3724,cherry,Canada,Delhi,602163
3725,cherry,Canada,Delhi,785569
3726,date,UK,Punjab,203007
3727,cherry,India,Haryana,394629
3728,banana,UK,Punjab,100178
3729,banana,USA,Tamil Nadu,693402
3730,apple,UK,Karnataka,389289
3731,date,Canada,Delhi,888169
3732,cherry,UK,Karnataka,599981
3733,banana,USA,Delhi,516380
3734,elderberry,India,Tamil Nadu,845655
3735,apple,UK,Haryana,866769
3736,apple,Canada,Karnataka,943046
3737,date,USA,Delhi,205235
3738,cherry,Canada,Tamil Nadu,103778
3739,elderberry,Canada,Punjab,719121
3740,apple,Australia,Tamil Nadu,457939
3741,date,UK,Haryana,644234
3742,cherry,USA,Tamil Nadu,352125
3743,date,Australia,Haryana,483257
3744,apple,UK,Haryana,252699
3745,apple,USA,Haryana,869103
3746,date,USA,Delhi,532637
3747,banana,Canada,Delhi,595795
3748,date,Australia,Karnataka,674473
3749,cherry,USA,Tamil Nadu,502727
3750,date,UK,Delhi,756128
3751,date,USA,Punjab,344795
3752,cherry,India,Karnataka,919561
3753,banana,USA,Karnataka,309093
3754,date,India,Tamil Nadu,540377
3755,apple,USA,Tamil Nadu,458456
3756,cherry,Canada,Tamil Nadu,178345
3757,elderberry,UK,Punjab,740946
3758,date,Canada,Haryana,321430
3759,cherry,Australia,Delhi,992157
3760,date,India,Punjab,162319
3761,date,USA,Delhi,167992
3762,apple,Canada,Haryana,214293
3763,apple,Canada,Karnataka,321470
3764,apple,USA,Tamil Nadu,442811
3765,banana,USA,Punjab,141428
3766,cherry,Australia,Punjab,465270
3767,elderberry,UK,Tamil Nadu,136294
3768,date,USA,Tamil Nadu,118404
3769,elderberry,Canada,Punjab,167158
3770,elderberry,Canada,Haryana,199378
3771,date,USA,Delhi,375728
3772,apple,India,Haryana,827661
3773,apple,India,Punjab,808934
3774,date,USA,Tamil Nadu,106239
3775,apple,India,Haryana,413614
3776,cherry,Australia,Punjab,359061
3777,apple,India,Delhi,612142
3778,apple,Australia,Karnataka,419986
3779,cherry,Australia,Karnataka,479388
3780,elderberry,Canada,Haryana,520545
3781,banana,UK,Delhi,821065
3782,elderberry,USA,Delhi,847051
3783,date,India,Haryana,647450
3784,apple,UK,Delhi,165375
3785,elderberry,USA,Tamil Nadu,393496
3786,apple,USA,Delhi,950020
3787,date,India,Delhi,187236
3788,apple,UK,Haryana,343443
3789,elderberry,USA,Haryana,945536
3790,date,Australia,Delhi,952407
3791,banana,UK,Haryana,782830
3792,apple,UK,Karnataka,503129
3793,banana,UK,Tamil Nadu,773254
3794,cherry,UK,Delhi,339502
3795,elderberry,Canada,Karnataka,218454
3796,apple,USA,Punjab,483419
3797,banana,Canada,Haryana,231894
3798,elderberry,Australia,Tamil Nadu,325634
3799,cherry,USA,Tamil Nadu,647385
3800,apple,UK,Delhi,221895
3801,banana,India,Tamil Nadu,228940
3802,apple,Canada,Punjab,840458
3803,elderberry,UK,Delhi,488981
3804,date,Canada,Karnataka,463245
3805,elderberry,India,Haryana,300161
3806,apple,Canada,Delhi,187847
3807,cherry,Australia,Delhi,360699
3808,banana,Australia,Punjab,432125
3809,banana,USA,Delhi,521584
3810,date,Canada,Punjab,568102
3811,apple,Australia,Karnataka,719546
3812,cherry,Canada,Haryana,937819
3813,banana,UK,Tamil Nadu,444425
3814,cherry,Canada,Punjab,966892
3815,cherry,Australia,Punjab,698262
3816,date,Canada,Tamil Nadu,514666
3817,elderberry,USA,Karnataka,355979
3818,elderberry,Australia,Tamil Nadu,632061
3819,apple,UK,Delhi,923049
3820,cherry,Canada,Haryana,692957
3821,apple,USA,Punjab,205060
3822,cherry,USA,Karnataka,486234
3823,cherry,USA,Tamil Nadu,314880
3824,apple,UK,Haryana,205353
3825,elderberry,USA,Punjab,600311
3826,banana,UK,Delhi,624004
3827,cherry,Australia,Punjab,290086
3828,elderberry,USA,Haryana,538047
3829,banana,India,Karnataka,770740
3830,apple,India,Karnataka,335398
3831,elderberry,Canada,Tamil Nadu,486279
3832,cherry,Canada,Punjab,445166
3833,banana,India,Haryana,103461
3834,cherry,India,Karnataka,360313
3835,banana,USA,Tamil Nadu,847828
3836,cherry,Australia,Punjab,143122
3837,elderberry,Canada,Tamil Nadu,944519
3838,apple,UK,Karnataka,619799
3839,elderberry,Australia,Haryana,824410
3840,banana,UK,Delhi,169367
3841,elderberry,Australia,Delhi,799866
3842,date,Australia,Punjab,282306
3843,cherry,UK,Punjab,976386
3844,apple,India,Tamil Nadu,141525
3845,date,Canada,Delhi,783422
3846,elderberry,UK,Tamil Nadu,475801
3847,cherry,Canada,Delhi,278874
3848,apple,India,Punjab,807664
3849,banana,Australia,Delhi,401795
3850,date,USA,Punjab,405802
3851,apple,Australia,Punjab,402962
3852,apple,Canada,Punjab,306926
3853,date,India,Punjab,268509
3854,cherry,UK,Punjab,657156
3855,elderberry,UK,Delhi,121993
3856,elderberry,UK,Punjab,639719
3857,cherry,Canada,Haryana,458434
3858,date,Australia,Punjab,297992
3859,cherry,UK,Haryana,282431
3860,apple,India,Haryana,640599
3861,banana,USA,Karnataka,292331
3862,apple,UK,Tamil Nadu,215573
3863,date,Canada,Tamil Nadu,164272
3864,cherry,USA,Karnataka,141480
3865,cherry,Canada,Punjab,731805
3866,date,UK,Punjab,240745
3867,elderberry,USA,Tamil Nadu,569090
3868,cherry,USA,Karnataka,193777
3869,apple,UK,Punjab,910043
3870,cherry,Australia,Tamil Nadu,935085
3871,apple,Canada,Punjab,786553
3872,cherry,Australia,Karnataka,662987
3873,date,UK,Karnataka,150250
3874,apple,Australia,Punjab,719221
3875,elderberry,Australia,Tamil Nadu,830185
3876,cherry,Canada,Tamil Nadu,367296
3877,date,Australia,Haryana,333533
3878,cherry,UK,Tamil Nadu,295896
3879,banana,Australia,Haryana,307660
3880,apple,USA,Haryana,624995
3881,cherry,Australia,Tamil Nadu,977271
3882,elderberry,India,Tamil Nadu,824336
3883,apple,UK,Tamil Nadu,868255
3884,banana,USA,Delhi,300254
3885,banana,India,Punjab,224906
3886,banana,USA,Haryana,149588
3887,elderberry,UK,Karnataka,244868
3888,apple,India,Punjab,340375
3889,banana,USA,Punjab,719643
3890,cherry,Australia,Delhi,882250
3891,cherry,India,Punjab,804902
3892,banana,Australia,Tamil Nadu,761115
3893,cherry,India,Karnataka,534758
3894,cherry,Canada,Tamil Nadu,755497
3895,date,USA,Haryana,774559
3896,cherry,USA,Haryana,414775
3897,apple,USA,Karnataka,308488
3898,banana,USA,Punjab,959107
3899,apple,India,Tamil Nadu,422539
3900,cherry,Australia,Delhi,989629
3901,elderberry,UK,Tamil Nadu,749795
3902,apple,UK,Tamil Nadu,152415
3903,apple,Australia,Tamil Nadu,677919
3904,banana,Australia,Tamil Nadu,231876
3905,banana,USA,Karnataka,277640
3906,cherry,India,Haryana,934080
3907,apple,USA,Tamil Nadu,423797
3908,apple,UK,Delhi,860271
3909,banana,UK,Punjab,479843
3910,cherry,USA,Karnataka,478068
3911,banana,Canada,Haryana,413805
3912,elderberry,India,Haryana,314386
3913,date,UK,Tamil Nadu,316856
3914,date,Australia,Karnataka,643831
3915,apple,India,Haryana,212218
3916,cherry,Canada,Karnataka,331374
3917,banana,Canada,Haryana,102644
3918,banana,USA,Punjab,659979
3919,cherry,Australia,Karnataka,933923
3920,elderberry,UK,Karnataka,933158
3921,banana,UK,Karnataka,378003
3922,date,Canada,Punjab,536359
3923,apple,India,Haryana,273623
3924,cherry,Australia,Haryana,475579
3925,elderberry,UK,Delhi,546724
3926,banana,Canada,Haryana,345003
3927,elderberry,India,Karnataka,201629
3928,date,UK,Haryana,863835
3929,elderberry,India,Haryana,282029
3930,apple,India,Punjab,153947
3931,cherry,Australia,Tamil Nadu,782115
3932,apple,UK,Delhi,804718
3933,apple,India,Karnataka,520661
3934,cherry,USA,Haryana,164628
3935,date,USA,Karnataka,523498
3936,elderberry,UK,Delhi,934006
3937,cherry,USA,Haryana,763703
3938,cherry,Canada,Tamil Nadu,320408
3939,date,Australia,Tamil Nadu,773056
3940,cherry,Canada,Karnataka,204020
3941,cherry,USA,Haryana,170734
3942,cherry,USA,Tamil Nadu,872172
3943,elderberry,UK,Punjab,803927
3944,banana,Australia,Tamil Nadu,732551
3945,banana,India,Haryana,326652
3946,apple,UK,Karnataka,555936
3947,banana,UK,Punjab,275563
3948,apple,India,Tamil Nadu,594140
3949,banana,UK,Tamil Nadu,115691
3950,elderberry,USA,Tamil Nadu,331106
3951,date,India,Delhi,468872
3952,cherry,Australia,Haryana,722397
3953,date,India,Haryana,416774
3954,cherry,India,Delhi,865552
3955,banana,Australia,Delhi,735663
3956,cherry,Canada,Karnataka,157834
3957,elderberry,Canada,Karnataka,730731
3958,date,USA,Delhi,525177
3959,date,UK,Delhi,679030
3960,cherry,UK,Karnataka,649517
3961,cherry,USA,Karnataka,640364
3962,cherry,India,Delhi,557240
3963,date,UK,Tamil Nadu,833931
3964,apple,Australia,Tamil Nadu,693174
3965,date,USA,Punjab,539336
3966,elderberry,USA,Delhi,450091
3967,cherry,Australia,Punjab,960346
3968,apple,India,Delhi,457403
3969,apple,USA,Haryana,350733
3970,date,UK,Haryana,779737
3971,banana,Canada,Karnataka,378616
3972,cherry,USA,Haryana,459416
3973,cherry,India,Punjab,128223
3974,cherry,India,Karnataka,810294
3975,date,India,Punjab,243057
3976,elderberry,India,Punjab,626357
3977,apple,Canada,Tamil Nadu,110107
3978,elderberry,USA,Delhi,692323
3979,banana,Canada,Delhi,937145
3980,elderberry,USA,Punjab,941552
3981,elderberry,USA,Haryana,777288
3982,elderberry,USA,Punjab,666399
3983,date,USA,Punjab,636038
3984,date,Australia,Delhi,215634
3985,banana,USA,Delhi,383289
3986,date,Australia,Punjab,779270
3987,apple,USA,Haryana,392886
3988,elderberry,Canada,Punjab,148985
3989,banana,Australia,Delhi,397150
3990,date,USA,Delhi,449456
3991,elderberry,USA,Karnataka,107940
3992,apple,India,Delhi,940069
3993,cherry,UK,Delhi,201925
3994,elderberry,India,Punjab,816599
3995,date,India,Karnataka,416223
3996,cherry,India,Delhi,589133
3997,elderberry,Australia,Delhi,516189
3998,banana,Australia,Haryana,903179
3999,cherry,USA,Punjab,968137
4000,apple,UK,Karnataka,180017
4001,elderberry,UK,Delhi,650221
4002,elderberry,Australia,Karnataka,414876
4003,apple,India,Tamil Nadu,831640
4004,cherry,Canada,Punjab,413162
4005,elderberry,Canada,Karnataka,902144
4006,cherry,Canada,Delhi,978107
4007,apple,Canada,Haryana,845252
4008,banana,USA,Delhi,588093
4009,apple,USA,Tamil Nadu,700313
4010,date,India,Karnataka,947617
4011,banana,UK,Punjab,388765
4012,cherry,Australia,Tamil Nadu,641901
4013,date,Canada,Karnataka,500253
4014,cherry,UK,Karnataka,377875
4015,cherry,India,Tamil Nadu,867608
4016,apple,USA,Punjab,682232
4017,date,USA,Haryana,404539
4018,apple,India,Haryana,444555
4019,apple,USA,Tamil Nadu,258766
4020,cherry,USA,Punjab,987034
4021,banana,USA,Tamil Nadu,826402
4022,apple,UK,Karnataka,185237
4023,cherry,UK,Punjab,723222
4024,cherry,India,Haryana,248670
4025,elderberry,Australia,Tamil Nadu,740223
4026,apple,India,Haryana,419626
4027,banana,UK,Karnataka,217797
4028,elderberry,Australia,Karnataka,814798
4029,date,Canada,Haryana,232508
4030,elderberry,Canada,Karnataka,954257
4031,cherry,Canada,Delhi,173813
4032,banana,Australia,Punjab,707850
4033,apple,Canada,Punjab,205492
4034,banana,India,Haryana,967190
4035,date,USA,Delhi,853038
4036,apple,Australia,Punjab,931060
4037,date,USA,Karnataka,414800
4038,banana,UK,Haryana,501051
4039,date,Australia,Delhi,410610
4040,cherry,USA,Karnataka,826363
4041,banana,Canada,Delhi,439869
4042,apple,India,Punjab,776893
4043,banana,India,Haryana,756091
4044,banana,USA,Haryana,202633
4045,cherry,USA,Tamil Nadu,880659
4046,elderberry,Canada,Punjab,511904
4047,elderberry,Australia,Haryana,488950
4048,banana,USA,Punjab,533173
4049,elderberry,India,Delhi,150808
4050,banana,USA,Delhi,608249
4051,apple,UK,Punjab,630930
4052,elderberry,India,Delhi,199426
4053,date,Australia,Delhi,512121
4054,cherry,India,Haryana,993857
4055,elderberry,Canada,Delhi,819264
4056,apple,Canada,Haryana,990994
4057,banana,Australia,Karnataka,624685
4058,apple,USA,Tamil Nadu,234936
4059,elderberry,USA,Haryana,277068
4060,elderberry,India,Punjab,904184
4061,date,Australia,Punjab,818356
4062,cherry,India,Delhi,981969
4063,elderberry,Canada,Punjab,928769
4064,apple,Australia,Karnataka,976494
4065,date,UK,Karnataka,357998
4066,banana,Canada,Delhi,139656
4067,elderberry,USA,Tamil Nadu,915266
4068,elderberry,UK,Tamil Nadu,770354
4069,elderberry,USA,Haryana,113263
4070,elderberry,India,Delhi,292666
4071,date,India,Delhi,383926
4072,date,Australia,Punjab,568213
4073,banana,Australia,Haryana,536026
4074,elderberry,USA,Haryana,966223
4075,cherry,India,Karnataka,298761
4076,apple,Canada,Tamil Nadu,945211
4077,elderberry,USA,Karnataka,559997
4078,cherry,USA,Delhi,629101
4079,apple,UK,Tamil Nadu,893182
4080,apple,USA,Haryana,414514
4081,elderberry,Australia,Haryana,591294
4082,apple,Canada,Delhi,201061
4083,date,UK,Tamil Nadu,250986
4084,apple,India,Haryana,314273
4085,cherry,UK,Karnataka,502713
4086,date,Australia,Haryana,453414
4087,cherry,UK,Tamil Nadu,912307
4088,elderberry,Australia,Haryana,857469
4089,date,Australia,Tamil Nadu,599084
4090,apple,Canada,Delhi,198722
4091,banana,Canada,Karnataka,820945
4092,banana,India,Punjab,589397
4093,apple,Canada,Delhi,744043
4094,apple,India,Haryana,961882
4095,cherry,Australia,Punjab,290332
4096,cherry,Australia,Tamil Nadu,517912
4097,cherry,Australia,Delhi,396750
4098,elderberry,India,Punjab,680389
4099,elderberry,UK,Punjab,614599
4100,elderberry,USA,Punjab,507009
4101,date,Canada,Punjab,376895
4102,elderberry,Canada,Punjab,340117
4103,cherry,India,Punjab,761082
4104,cherry,Canada,Tamil Nadu,823108
4105,banana,USA,Delhi,579790
4106,banana,UK,Delhi,635531
4107,cherry,USA,Karnataka,819587
4108,banana,UK,Karnataka,959575
4109,elderberry,Canada,Delhi,828445
4110,elderberry,India,Punjab,675484
4111,cherry,India,Delhi,581949
4112,apple,Australia,Karnataka,578677
4113,banana,USA,Haryana,841123
4114,apple,India,Tamil Nadu,891474
4115,elderberry,Australia,Punjab,419260
4116,cherry,Australia,Haryana,458818
4117,date,Canada,Tamil Nadu,154600
4118,cherry,USA,Delhi,736111
4119,banana,India,Punjab,298064
4120,banana,UK,Punjab,769685
4121,apple,Canada,Delhi,592152
4122,cherry,UK,Tamil Nadu,248501
4123,apple,India,Karnataka,727886
4124,banana,Australia,Punjab,453701
4125,date,USA,Delhi,735686
4126,elderberry,Canada,Karnataka,612822
4127,banana,USA,Tamil Nadu,640976
4128,banana,India,Delhi,124132
4129,cherry,UK,Karnataka,762890
4130,apple,USA,Haryana,956538
4131,elderberry,India,Karnataka,263319
4132,banana,Australia,Punjab,683245
4133,banana,UK,Punjab,862707
4134,elderberry,UK,Delhi,414873
4135,cherry,Canada,Haryana,996651
4136,banana,India,Punjab,743399
4137,elderberry,India,Karnataka,250821
4138,apple,Canada,Karnataka,584070
4139,apple,UK,Punjab,771217
4140,elderberry,Canada,Haryana,558488
4141,apple,Canada,Punjab,797036
4142,cherry,Canada,Delhi,517537
4143,apple,India,Punjab,686344
4144,apple,India,Karnataka,481372
4145,elderberry,Canada,Tamil Nadu,570408
4146,cherry,India,Haryana,648708
4147,banana,Canada,Haryana,913638
4148,apple,Canada,Tamil Nadu,656484
4149,apple,Canada,Tamil Nadu,984785
4150,apple,UK,Punjab,308364
4151,elderberry,Canada,Karnataka,406020
4152,cherry,USA,Karnataka,838620
4153,banana,India,Haryana,489838
4154,date,India,Delhi,767708
4155,date,Canada,Karnataka,514201
4156,date,USA,Haryana,981721
4157,elderberry,USA,Punjab,841516
4158,cherry,India,Tamil Nadu,755575
4159,elderberry,Canada,Karnataka,438379
4160,elderberry,USA,Delhi,191916
4161,date,India,Delhi,929135
4162,apple,India,Punjab,539376
4163,apple,India,Haryana,329335
4164,elderberry,Australia,Haryana,813659
4165,date,Canada,Punjab,479268
4166,banana,UK,Punjab,652344
4167,elderberry,India,Delhi,983025
4168,banana,USA,Tamil Nadu,629958
4169,cherry,Canada,Punjab,642561
4170,apple,India,Tamil Nadu,164508
4171,date,India,Tamil Nadu,428305
4172,cherry,USA,Punjab,885635
4173,elderberry,USA,Punjab,506003
4174,apple,India,Tamil Nadu,171840
4175,banana,USA,Karnataka,715343
4176,cherry,USA,Delhi,136325
4177,elderberry,UK,Punjab,546745
4178,elderberry,Australia,Karnataka,714284
4179,elderberry,India,Delhi,593382
4180,cherry,India,Punjab,675806
4181,elderberry,Canada,Karnataka,517233
4182,cherry,Canada,Karnataka,200834
4183,cherry,India,Tamil Nadu,664869
4184,banana,India,Tamil Nadu,517060
4185,cherry,USA,Delhi,135476
4186,apple,Canada,Delhi,858155
4187,cherry,USA,Haryana,905278
4188,date,India,Karnataka,403486
4189,cherry,USA,Tamil Nadu,237263
4190,banana,Canada,Punjab,345165
4191,banana,India,Karnataka,387604
4192,cherry,UK,Karnataka,716189
4193,date,UK,Punjab,102873
4194,banana,Canada,Punjab,873211
4195,date,Canada,Karnataka,326933
4196,elderberry,UK,Karnataka,378525
4197,cherry,Australia,Delhi,563085
4198,date,USA,Delhi,618287
4199,cherry,USA,Haryana,426007
4200,date,UK,Punjab,482125
4201,date,UK,Haryana,263854
4202,apple,Canada,Haryana,283993
4203,date,Canada,Delhi,434492
4204,apple,Australia,Tamil Nadu,183922
4205,date,India,Tamil Nadu,490080
4206,elderberry,UK,Tamil Nadu,519800
4207,banana,Australia,Karnataka,301924
4208,banana,Australia,Tamil Nadu,234601
4209,apple,Canada,Tamil Nadu,255277
4210,banana,USA,Tamil Nadu,189638
4211,cherry,UK,Karnataka,428044
4212,banana,UK,Haryana,522364
4213,date,Australia,Delhi,995029
4214,apple,Australia,Haryana,144537
4215,apple,Australia,Punjab,928274
